https://cloud.google.com/blog/topics/threat-intelligence/fortimanager-zero-day-exploitation-cve-2024-47575	10
https://www.securityweek.com/new-fortinet-zero-day-exploited-for-months-before-patch-release/	4
https://www.bleepingcomputer.com/news/security/samsung-galaxy-s24-and-sonos-era-hacked-on-pwn2own-ireland-day-2/	4
https://securelist.com/lazarus-apt-steals-crypto-with-a-tank-game/114282/	4
https://securityaffairs.com/170189/hacking/fortijump-flaw-exploited-since-june-2024.html	3
https://hackread.com/misconfigured-un-database-gender-violence-victims-data/	3
https://thehackernews.com/2024/10/fortinet-warns-of-critical.html	3
https://portswigger.net/research/concealing-payloads-in-url-credentials	3
http://openlibrary.org	3
https://www.bleepingcomputer.com/news/security/mandiant-says-new-fortinet-fortimanager-flaw-has-been-exploited-since-june/	3
https://scorpiosoftware.net/2024/09/25/c-programming-masterclass-live-training/	3
https://www.seqrite.com/blog/operation-cobalt-whisper-targets-industries-hong-kong-pakistan/	3
https://thehackernews.com/2024/10/lazarus-group-exploits-google-chrome.html	3
https://www.sans.org/u/1ydE	3
http://archive.org	3
http://web.archive.org	3
https://thehackernews.com/2024/10/cisco-issues-urgent-fix-for-asa-and-ftd.html	3
https://www.securityweek.com/samsung-galaxy-s24-hacked-at-pwn2own-ireland-2024/	3
https://github.com/YungBinary/Lumma-Config-Extractor	3
https://thehackernews.com/2024/10/aws-cloud-development-kit-vulnerability.html	3
